Longtide,Latitude,Week Day,Time
8.355,80.44826,Thursday,16:21:34
8.35499,80.44827,Thursday,16:21:35
8.35498,80.44828,Thursday,16:21:36
8.35496,80.44829,Thursday,16:21:37
8.35495,80.44831,Thursday,16:21:38
8.35494,80.44834,Thursday,16:21:39
8.35493,80.44838,Thursday,16:21:40
8.35493,80.44842,Thursday,16:21:41
8.35492,80.44848,Thursday,16:21:42
8.35492,80.44855,Thursday,16:21:43
8.35492,80.44862,Thursday,16:21:44
8.35492,80.4487,Thursday,16:21:45
8.35493,80.44878,Thursday,16:21:46
8.35494,80.44889,Thursday,16:21:47
8.35495,80.44899,Thursday,16:21:48
8.35495,80.44908,Thursday,16:21:49
8.35496,80.44918,Thursday,16:21:50
8.35496,80.44928,Thursday,16:21:51
8.35497,80.44938,Thursday,16:21:52
8.35498,80.44949,Thursday,16:21:53
8.35499,80.44961,Thursday,16:21:54
8.35499,80.44973,Thursday,16:21:55
8.35499,80.44985,Thursday,16:21:56
8.355,80.45,Thursday,16:21:57
8.355,80.45014,Thursday,16:21:58
8.355,80.45028,Thursday,16:21:59
8.35501,80.45044,Thursday,16:22:00
8.35501,80.45058,Thursday,16:22:01
8.35501,80.45073,Thursday,16:22:02
8.355,80.45088,Thursday,16:22:03
8.35499,80.45102,Thursday,16:22:04
8.35498,80.45115,Thursday,16:22:05
8.35498,80.45128,Thursday,16:22:06
8.35497,80.45139,Thursday,16:22:07
8.35497,80.45151,Thursday,16:22:08
8.35498,80.45162,Thursday,16:22:09
8.35497,80.45172,Thursday,16:22:10
8.35497,80.4518,Thursday,16:22:11
8.35498,80.45188,Thursday,16:22:12
8.35498,80.45193,Thursday,16:22:13
8.35498,80.45196,Thursday,16:22:14
8.35499,80.45197,Thursday,16:22:15
8.355,80.45196,Thursday,16:22:16
8.355,80.45195,Thursday,16:22:17
8.35501,80.45194,Thursday,16:22:18
8.35502,80.45194,Thursday,16:22:19
8.355,80.45195,Thursday,16:22:21
8.35499,80.45197,Thursday,16:22:22
8.35498,80.45201,Thursday,16:22:23
8.35497,80.45206,Thursday,16:22:24
8.35497,80.4521,Thursday,16:22:25
8.35496,80.45215,Thursday,16:22:26
8.35496,80.45222,Thursday,16:22:27
8.35495,80.45229,Thursday,16:22:28
8.35493,80.45235,Thursday,16:22:29
8.35493,80.45243,Thursday,16:22:30
8.35492,80.45251,Thursday,16:22:31
8.35491,80.45259,Thursday,16:22:32
8.35491,80.45267,Thursday,16:22:33
8.35491,80.45276,Thursday,16:22:34
8.35491,80.45286,Thursday,16:22:35
8.35492,80.45298,Thursday,16:22:36
8.35492,80.4531,Thursday,16:22:37
8.35492,80.45321,Thursday,16:22:38
8.35491,80.4533,Thursday,16:22:39
8.35491,80.45341,Thursday,16:22:40
8.35491,80.45351,Thursday,16:22:41
8.3549,80.4536,Thursday,16:22:42
8.3549,80.45369,Thursday,16:22:43
8.3549,80.45377,Thursday,16:22:44
8.3549,80.45385,Thursday,16:22:45
8.35491,80.45394,Thursday,16:22:46
8.35491,80.45402,Thursday,16:22:47
8.3549,80.45411,Thursday,16:22:48
8.3549,80.4542,Thursday,16:22:49
8.35489,80.45429,Thursday,16:22:50
8.3549,80.4544,Thursday,16:22:51
8.3549,80.45451,Thursday,16:22:52
8.35489,80.45461,Thursday,16:22:53
8.3549,80.45471,Thursday,16:22:54
8.3549,80.45481,Thursday,16:22:55
8.3549,80.45491,Thursday,16:22:56
8.3549,80.45501,Thursday,16:22:57
8.35489,80.45511,Thursday,16:22:58
8.35489,80.45523,Thursday,16:22:59
8.3549,80.45534,Thursday,16:23:00
8.3549,80.45544,Thursday,16:23:01
8.35491,80.45557,Thursday,16:23:02
8.35492,80.45569,Thursday,16:23:03
8.35492,80.4558,Thursday,16:23:04
8.35492,80.45589,Thursday,16:23:05
8.35492,80.45599,Thursday,16:23:06
8.35493,80.45608,Thursday,16:23:07
8.35493,80.45614,Thursday,16:23:08
8.35494,80.45619,Thursday,16:23:09
8.35493,80.4562,Thursday,16:23:10
8.35493,80.45623,Thursday,16:23:14
8.35493,80.45627,Thursday,16:23:15
8.35493,80.45633,Thursday,16:23:16
8.35493,80.4564,Thursday,16:23:17
8.35493,80.45647,Thursday,16:23:18
8.35492,80.45655,Thursday,16:23:19
8.35491,80.45662,Thursday,16:23:20
8.3549,80.4567,Thursday,16:23:21
8.3549,80.45678,Thursday,16:23:22
8.35489,80.45687,Thursday,16:23:23
8.35488,80.45695,Thursday,16:23:24
8.35487,80.45705,Thursday,16:23:25
8.35486,80.45715,Thursday,16:23:26
8.35485,80.45727,Thursday,16:23:27
8.35484,80.45739,Thursday,16:23:28
8.35484,80.45751,Thursday,16:23:29
8.35484,80.45762,Thursday,16:23:30
8.35484,80.45776,Thursday,16:23:31
8.35484,80.45788,Thursday,16:23:32
8.35484,80.45801,Thursday,16:23:33
8.35484,80.45813,Thursday,16:23:34
8.35484,80.45826,Thursday,16:23:35
8.35484,80.4584,Thursday,16:23:36
8.35484,80.45853,Thursday,16:23:37
8.35483,80.45866,Thursday,16:23:38
8.35483,80.4588,Thursday,16:23:39
8.35483,80.45894,Thursday,16:23:40
8.35483,80.45908,Thursday,16:23:41
8.35483,80.45921,Thursday,16:23:42
8.35482,80.45933,Thursday,16:23:43
8.35483,80.45946,Thursday,16:23:44
8.35483,80.45958,Thursday,16:23:45
8.35482,80.45967,Thursday,16:23:46
8.35482,80.45978,Thursday,16:23:47
8.35483,80.45986,Thursday,16:23:48
8.35483,80.45993,Thursday,16:23:49
8.35484,80.45999,Thursday,16:23:50
8.35484,80.46005,Thursday,16:23:51
8.35484,80.4601,Thursday,16:23:52
8.35484,80.46014,Thursday,16:23:53
8.35485,80.46016,Thursday,16:23:54
8.35486,80.46017,Thursday,16:23:58
8.35486,80.4602,Thursday,16:23:59
8.35486,80.46024,Thursday,16:24:00
8.35485,80.46027,Thursday,16:24:01
8.35485,80.46032,Thursday,16:24:02
8.35484,80.46036,Thursday,16:24:03
8.35484,80.4604,Thursday,16:24:04
8.35484,80.46047,Thursday,16:24:05
8.35484,80.46054,Thursday,16:24:06
8.35484,80.46063,Thursday,16:24:07
8.35484,80.4607,Thursday,16:24:08
8.35484,80.46078,Thursday,16:24:09
8.35484,80.46085,Thursday,16:24:10
8.35484,80.46093,Thursday,16:24:11
8.35484,80.46102,Thursday,16:24:12
8.35484,80.46111,Thursday,16:24:13
8.35484,80.4612,Thursday,16:24:14
8.35484,80.46131,Thursday,16:24:15
8.35484,80.46142,Thursday,16:24:16
8.35484,80.46153,Thursday,16:24:17
8.35484,80.46164,Thursday,16:24:18
8.35484,80.46175,Thursday,16:24:19
8.35484,80.46187,Thursday,16:24:20
8.35484,80.462,Thursday,16:24:21
8.35484,80.46212,Thursday,16:24:22
8.35484,80.46224,Thursday,16:24:23
8.35484,80.46237,Thursday,16:24:24
8.35484,80.46249,Thursday,16:24:25
8.35483,80.46263,Thursday,16:24:26
8.35483,80.46276,Thursday,16:24:27
8.35482,80.46288,Thursday,16:24:28
8.35482,80.46302,Thursday,16:24:29
8.35482,80.46315,Thursday,16:24:30
8.35483,80.46329,Thursday,16:24:31
8.35483,80.46342,Thursday,16:24:32
8.35484,80.46355,Thursday,16:24:33
8.35484,80.46368,Thursday,16:24:34
8.35485,80.46381,Thursday,16:24:35
8.35485,80.46393,Thursday,16:24:36
8.35486,80.46407,Thursday,16:24:37
8.35487,80.46419,Thursday,16:24:38
8.35487,80.46429,Thursday,16:24:39
8.35487,80.46439,Thursday,16:24:40
8.35488,80.46447,Thursday,16:24:41
8.35488,80.46452,Thursday,16:24:42
8.35487,80.46451,Thursday,16:24:43
8.35487,80.46449,Thursday,16:24:44
8.35486,80.46447,Thursday,16:24:45
8.35486,80.46444,Thursday,16:24:46
8.35484,80.46443,Thursday,16:24:48
8.35484,80.46445,Thursday,16:24:49
8.35483,80.46447,Thursday,16:24:50
8.35483,80.46451,Thursday,16:24:51
8.35482,80.46457,Thursday,16:24:52
8.35482,80.46462,Thursday,16:24:53
8.35482,80.46468,Thursday,16:24:54
8.35481,80.46476,Thursday,16:24:55
8.3548,80.46484,Thursday,16:24:56
8.3548,80.46491,Thursday,16:24:57
8.3548,80.46499,Thursday,16:24:58
8.3548,80.46507,Thursday,16:24:59
8.3548,80.46514,Thursday,16:25:00
8.3548,80.46522,Thursday,16:25:01
8.3548,80.46529,Thursday,16:25:02
8.3548,80.46538,Thursday,16:25:03
8.3548,80.46547,Thursday,16:25:04
8.35481,80.46557,Thursday,16:25:05
8.3548,80.46567,Thursday,16:25:06
8.35479,80.46577,Thursday,16:25:07
8.35479,80.46587,Thursday,16:25:08
8.35479,80.46598,Thursday,16:25:09
8.35479,80.46611,Thursday,16:25:10
8.35479,80.46624,Thursday,16:25:11
8.3548,80.46636,Thursday,16:25:12
8.35481,80.46649,Thursday,16:25:13
8.35482,80.46662,Thursday,16:25:14
8.35482,80.46674,Thursday,16:25:15
8.35483,80.46688,Thursday,16:25:16
8.35483,80.46699,Thursday,16:25:17
8.35483,80.4671,Thursday,16:25:18
8.3548,80.46718,Thursday,16:25:19
8.35479,80.46727,Thursday,16:25:20
8.35479,80.46734,Thursday,16:25:21
8.35478,80.46737,Thursday,16:25:22
8.35477,80.46738,Thursday,16:25:23
8.35477,80.46743,Thursday,16:25:24
8.35475,80.46746,Thursday,16:25:25
8.35473,80.46749,Thursday,16:25:26
8.35473,80.46753,Thursday,16:25:27
8.35473,80.46759,Thursday,16:25:28
8.35474,80.46765,Thursday,16:25:29
8.35475,80.46769,Thursday,16:25:30
8.35475,80.46773,Thursday,16:25:31
8.35476,80.46776,Thursday,16:25:32
8.35475,80.46777,Thursday,16:25:33
8.35476,80.4678,Thursday,16:25:34
8.35475,80.46782,Thursday,16:25:35
8.35475,80.46785,Thursday,16:25:36
8.35474,80.46791,Thursday,16:25:37
8.35474,80.46798,Thursday,16:25:38
8.35473,80.46805,Thursday,16:25:39
8.35473,80.46812,Thursday,16:25:40
8.35473,80.4682,Thursday,16:25:41
8.35473,80.46828,Thursday,16:25:42
8.35474,80.46837,Thursday,16:25:43
8.35474,80.46846,Thursday,16:25:44
8.35474,80.46856,Thursday,16:25:45
8.35474,80.46866,Thursday,16:25:46
8.35474,80.46877,Thursday,16:25:47
8.35475,80.4689,Thursday,16:25:48
8.35476,80.46902,Thursday,16:25:49
8.35476,80.46914,Thursday,16:25:50
8.35476,80.46926,Thursday,16:25:51
8.35476,80.46937,Thursday,16:25:52
8.35475,80.46948,Thursday,16:25:53
8.35475,80.46959,Thursday,16:25:54
8.35475,80.46972,Thursday,16:25:55
8.35475,80.46986,Thursday,16:25:56
8.35475,80.47,Thursday,16:25:57
8.35475,80.47014,Thursday,16:25:58
8.35475,80.47029,Thursday,16:25:59
8.35475,80.47045,Thursday,16:26:00
8.35475,80.4706,Thursday,16:26:01
8.35474,80.47075,Thursday,16:26:02
8.35474,80.47091,Thursday,16:26:03
8.35472,80.47105,Thursday,16:26:04
8.35471,80.4712,Thursday,16:26:05
8.35469,80.47135,Thursday,16:26:06
8.35467,80.4715,Thursday,16:26:07
8.35465,80.47165,Thursday,16:26:08
8.35463,80.47179,Thursday,16:26:09
8.35461,80.47194,Thursday,16:26:10
8.35459,80.47208,Thursday,16:26:11
8.35457,80.47223,Thursday,16:26:12
8.35455,80.47238,Thursday,16:26:13
8.35454,80.47253,Thursday,16:26:14
8.35454,80.47268,Thursday,16:26:15
8.35455,80.47283,Thursday,16:26:16
8.35455,80.47297,Thursday,16:26:17
8.35456,80.4731,Thursday,16:26:18
8.35458,80.47323,Thursday,16:26:19
8.3546,80.47337,Thursday,16:26:20
8.35462,80.47352,Thursday,16:26:21
8.35465,80.47365,Thursday,16:26:22
8.35467,80.47378,Thursday,16:26:23
8.35472,80.47391,Thursday,16:26:24
8.35476,80.47404,Thursday,16:26:25
8.3548,80.47417,Thursday,16:26:26
8.35484,80.47431,Thursday,16:26:27
8.35489,80.47445,Thursday,16:26:28
8.35492,80.47459,Thursday,16:26:29
8.35496,80.47473,Thursday,16:26:30
8.35498,80.47487,Thursday,16:26:31
8.35498,80.475,Thursday,16:26:32
8.35498,80.47513,Thursday,16:26:33
8.35498,80.47527,Thursday,16:26:34
8.35499,80.4754,Thursday,16:26:35
8.355,80.47552,Thursday,16:26:36
8.35502,80.47564,Thursday,16:26:37
8.35504,80.47576,Thursday,16:26:38
8.35507,80.47589,Thursday,16:26:39
8.3551,80.47601,Thursday,16:26:40
8.35513,80.47613,Thursday,16:26:41
8.35516,80.47625,Thursday,16:26:42
8.35518,80.47638,Thursday,16:26:43
8.35521,80.4765,Thursday,16:26:44
8.35522,80.47662,Thursday,16:26:45
8.35524,80.47675,Thursday,16:26:46
8.35526,80.47687,Thursday,16:26:47
8.35528,80.477,Thursday,16:26:48
8.35529,80.47713,Thursday,16:26:49
8.3553,80.47727,Thursday,16:26:50
8.35532,80.4774,Thursday,16:26:51
8.35533,80.47754,Thursday,16:26:52
8.35534,80.47768,Thursday,16:26:53
8.35536,80.47781,Thursday,16:26:54
8.35537,80.47794,Thursday,16:26:55
8.35539,80.47805,Thursday,16:26:56
8.3554,80.47817,Thursday,16:26:57
8.35541,80.47827,Thursday,16:26:58
8.35541,80.47837,Thursday,16:26:59
8.35542,80.47845,Thursday,16:27:00
8.35542,80.4785,Thursday,16:27:01
8.35542,80.47853,Thursday,16:27:02
8.35541,80.47854,Thursday,16:27:03
8.35541,80.47852,Thursday,16:27:05
8.35541,80.4785,Thursday,16:27:08
8.35542,80.47853,Thursday,16:27:17
8.35542,80.47857,Thursday,16:27:18
8.35543,80.47862,Thursday,16:27:19
8.35543,80.47867,Thursday,16:27:20
8.35544,80.47873,Thursday,16:27:21
8.35544,80.47879,Thursday,16:27:22
8.35545,80.47886,Thursday,16:27:23
8.35546,80.47892,Thursday,16:27:24
8.35548,80.47899,Thursday,16:27:25
8.35548,80.47906,Thursday,16:27:26
8.35549,80.47913,Thursday,16:27:27
8.35549,80.4792,Thursday,16:27:28
8.3555,80.47929,Thursday,16:27:29
8.3555,80.47937,Thursday,16:27:30
8.35551,80.47946,Thursday,16:27:31
8.35551,80.47957,Thursday,16:27:32
8.35551,80.47967,Thursday,16:27:33
8.35552,80.47978,Thursday,16:27:34
8.35553,80.4799,Thursday,16:27:35
8.35553,80.48002,Thursday,16:27:36
8.35553,80.48014,Thursday,16:27:37
8.35554,80.48026,Thursday,16:27:38
8.35554,80.48037,Thursday,16:27:39
8.35554,80.4805,Thursday,16:27:40
8.35555,80.48062,Thursday,16:27:41
8.35555,80.48075,Thursday,16:27:42
8.35555,80.48088,Thursday,16:27:43
8.35556,80.48102,Thursday,16:27:44
8.35555,80.48116,Thursday,16:27:45
8.35555,80.48129,Thursday,16:27:46
8.35555,80.48143,Thursday,16:27:47
8.35555,80.48157,Thursday,16:27:48
8.35556,80.48171,Thursday,16:27:49
8.35556,80.48186,Thursday,16:27:50
8.35558,80.482,Thursday,16:27:51
8.3556,80.48214,Thursday,16:27:52
8.35562,80.48229,Thursday,16:27:53
8.35565,80.48243,Thursday,16:27:54
8.35569,80.48258,Thursday,16:27:55
8.35572,80.48272,Thursday,16:27:56
8.35576,80.48285,Thursday,16:27:57
8.35579,80.48295,Thursday,16:27:58
8.35582,80.48304,Thursday,16:27:59
8.35584,80.48309,Thursday,16:28:00
8.35586,80.48312,Thursday,16:28:01
8.35586,80.48313,Thursday,16:28:02
8.35586,80.48312,Thursday,16:28:03
8.35586,80.48311,Thursday,16:28:04
8.35585,80.4831,Thursday,16:28:05
8.35584,80.48309,Thursday,16:28:06
8.35584,80.4831,Thursday,16:28:14
8.35584,80.48313,Thursday,16:28:15
8.35585,80.48318,Thursday,16:28:16
8.35585,80.48323,Thursday,16:28:17
8.35586,80.48328,Thursday,16:28:18
8.35588,80.48334,Thursday,16:28:19
8.35589,80.48339,Thursday,16:28:20
8.35592,80.48347,Thursday,16:28:21
8.35594,80.48355,Thursday,16:28:22
8.35596,80.48364,Thursday,16:28:23
8.35598,80.48373,Thursday,16:28:24
8.35601,80.48381,Thursday,16:28:25
8.35603,80.4839,Thursday,16:28:26
8.35606,80.48399,Thursday,16:28:27
8.35608,80.48409,Thursday,16:28:28
8.35611,80.48419,Thursday,16:28:29
8.35614,80.48429,Thursday,16:28:30
8.35616,80.4844,Thursday,16:28:31
8.35619,80.48451,Thursday,16:28:32
8.35622,80.48461,Thursday,16:28:33
8.35624,80.48472,Thursday,16:28:34
8.35627,80.48483,Thursday,16:28:35
8.35629,80.48495,Thursday,16:28:36
8.35631,80.48508,Thursday,16:28:37
8.35633,80.48521,Thursday,16:28:38
8.35634,80.48534,Thursday,16:28:39
8.35635,80.48548,Thursday,16:28:40
8.35635,80.48563,Thursday,16:28:41
8.35635,80.48577,Thursday,16:28:42
8.35635,80.4859,Thursday,16:28:43
8.35635,80.48604,Thursday,16:28:44
8.35635,80.48617,Thursday,16:28:45
8.35635,80.48631,Thursday,16:28:46
8.35635,80.48646,Thursday,16:28:47
8.35635,80.4866,Thursday,16:28:48
8.35636,80.48674,Thursday,16:28:49
8.35635,80.48689,Thursday,16:28:50
8.35635,80.48703,Thursday,16:28:51
8.35634,80.48717,Thursday,16:28:52
8.35632,80.48731,Thursday,16:28:53
8.3563,80.48745,Thursday,16:28:54
8.35628,80.48759,Thursday,16:28:55
8.35626,80.48773,Thursday,16:28:56
8.35624,80.48785,Thursday,16:28:57
8.35622,80.48796,Thursday,16:28:58
8.35621,80.48805,Thursday,16:28:59
8.35621,80.48812,Thursday,16:29:00
8.3562,80.48815,Thursday,16:29:01
8.3562,80.48813,Thursday,16:29:03
8.35621,80.48812,Thursday,16:29:04
8.35621,80.48814,Thursday,16:29:06
8.3562,80.48818,Thursday,16:29:07
